STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-10,,,0,,,,88,52,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-11,,,0,,,,84,53,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-12,,,0,,,,70,49,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-13,,,0.35,,,,75,45,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-14,,,0.01,,,,65,45,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-15,,,0,,,,62,41,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-16,,,0,,,,65,34,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-17,,,0,,,,68,45,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-18,,,0,,,,57,40,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-19,,,0,,,,60,33,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-20,,,0,,,,66,35,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-21,,,0,,,,59,38,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-22,,,0,,,,61,28,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-23,,,0,,,,67,49,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-24,,,0.1,,,,77,54,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-25,,,0,,,,70,58,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-26,,,0.37,,,,75,52,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-27,,,0,,,,71,49,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-28,,,0,,,,57,42,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-29,,,0,,,,51,33,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-30,,,0,,,,62,32,
USW00014825,"FINDLAY AIRPORT, OH US",2010-10-31,,,0,,,,51,32,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-01,,,0,,,,51,28,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-02,,,0,,,,50,30,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-03,,,0,,,,53,21,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-04,,,0.01,,,,50,29,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-05,,,0,,,,41,33,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-06,,,0,,,,41,26,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-07,,,0,,,,53,25,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-08,,,0,,,,63,33,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-09,,,0,,,,67,34,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-10,,,0,,,,64,36,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-11,,,0,,,,69,30,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-12,,,0,,,,69,34,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-13,,,0,,,,72,35,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-14,,,0,,,,57,32,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-15,,,0,,,,54,30,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-16,,,0.78,,,,48,33,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-17,,,0,,,,53,38,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-18,,,0,,,,46,36,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-19,,,0,,,,45,27,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-20,,,0,,,,50,33,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-21,,,0,,,,63,36,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-22,,,0.07,,,,69,57,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-23,,,0,,,,43,28,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-24,,,0.02,,,,36,26,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-25,,,1.14,,,,56,35,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-26,,,0,,,,35,22,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-27,,,0,,,,32,20,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-28,,,0,,,,42,19,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-29,,,0,,,,52,30,
USW00014825,"FINDLAY AIRPORT, OH US",2010-11-30,,,0.36,,,,57,32,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-01,,,0,,,,32,24,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-02,,,0,,,,31,24,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-03,,,0,,,,32,25,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-04,,,0,,,,32,26,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-05,,,0,,,,32,21,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-06,,,0,,,,27,18,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-07,,,0,,,,27,16,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-08,,,0,,,,27,14,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-09,,,0,,,,30,11,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-10,,,0,,,,40,26,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-11,,,0.01,,,,43,28,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-12,,,0.18,,,,44,17,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-13,,,0,,,,17,7,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-14,,,0,,,,21,2,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-15,,,0,,,,21,3,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-16,,,0,,,,24,7,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-17,,,0,,,,25,13,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-18,,,0,,,,23,11,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-19,,,0,,,,23,9,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-20,,,0,,,,25,4,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-21,,,0,,,,30,22,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-22,,,0,,,,31,24,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-23,,,0,,,,31,27,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-24,,,0,,,,30,26,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-25,,,0,,,,28,23,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-26,,,0,,,,27,20,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-27,,,0,,,,26,16,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-28,,,0,,,,28,13,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-29,,,0,,,,36,16,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-30,,,0.01,,,,45,35,
USW00014825,"FINDLAY AIRPORT, OH US",2010-12-31,,,0,,,,59,40,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-01,,,0.12,,,,54,25,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-02,,,0,,,,26,17,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-03,,,0,,,,39,16,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-04,,,0,,,,38,17,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-05,,,0,,,,27,13,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-06,,,0,,,,30,22,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-07,,,0,,,,22,11,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-08,,,0,,,,23,10,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-09,,,0,,,,26,4,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-10,,,0,,,,29,5,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-11,,,0.03,,,,24,22,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-12,,,0,,,,27,2,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-13,,,0,,,,22,1,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-14,,,0,,,,25,13,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-15,,,0,,,,33,21,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-16,,,0,,,,23,11,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-17,,,0,,,,34,11,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-18,,,0,,,,38,31,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-19,,,0,,,,31,24,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-20,,,0,,,,25,18,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-21,,,0,,,,18,1,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-22,,,0,,,,18,-5,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-23,,,0,,,,15,-5,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-24,,,0,,,,32,5,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-25,,,0,,,,31,23,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-26,,,0,,,,29,23,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-27,,,0,,,,28,22,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-28,,,0,,,,29,14,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-29,,,0,,,,33,22,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-30,,,0,,,,31,16,
USW00014825,"FINDLAY AIRPORT, OH US",2011-01-31,,,0.13,,,,21,12,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-01,,,0.41,,,,26,16,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-02,,,0.05,,,,32,11,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-03,,,0,,,,20,3,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-04,,,0,,,,27,2,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-05,,,0.12,,,,28,16,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-06,,,0,,,,33,24,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-07,,,0,,,,33,21,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-08,,,0,,,,22,5,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-09,,,0,,,,16,1,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-10,,,0,,,,12,-8,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-11,,,0,,,,32,11,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-12,,,0,,,,36,27,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-13,,,0,,,,46,35,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-14,,,0,,,,48,28,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-15,,,0,,,,35,19,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-16,,,0,,,,48,27,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-17,,,0,,,,56,44,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-18,,,0,,,,58,36,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-19,,,0,,,,43,27,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-20,,,0.08,,,,34,26,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-21,,,0.17,,,,33,18,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-22,,,0,,,,25,18,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-23,,,0,,,,28,20,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-24,,,0,,,,37,28,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-25,,,0.02,,,,32,16,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-26,,,0,,,,33,19,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-27,,,0.22,,,,46,32,
USW00014825,"FINDLAY AIRPORT, OH US",2011-02-28,,,1.23,,,,50,27,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-01,,,0,,,,42,23,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-02,,,0,,,,40,26,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-03,,,0,,,,38,23,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-04,,,0.04,,,,48,35,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-05,,,0.59,,,,52,29,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-06,,,0,,,,32,25,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-07,,,0,,,,33,20,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-08,,,0,,,,50,29,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-09,,,0.26,,,,49,41,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-10,,,0,,,,49,32,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-11,,,0,,,,45,30,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-12,,,0,,,,54,33,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-13,,,0,,,,43,34,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-14,,,0,,,,41,30,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-15,,,0.21,,,,43,30,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-16,,,0,,,,55,39,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-17,,,0,,,,68,39,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-18,,,0,,,,65,39,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-19,,,0,,,,52,32,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-20,,,0,,,,59,33,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-21,,,0.02,,,,65,45,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-22,,,0.01,,,,45,37,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-23,,,0.2,,,,45,30,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-24,,,0,,,,40,27,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-25,,,0,,,,37,24,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-26,,,0,,,,34,21,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-27,,,0,,,,38,21,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-28,,,0,,,,42,21,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-29,,,0,,,,46,22,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-30,,,0,,,,37,26,
USW00014825,"FINDLAY AIRPORT, OH US",2011-03-31,,,0,,,,44,21,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-01,,,0.01,,,,53,28,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-02,,,0,,,,49,32,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-03,,,0.01,,,,60,25,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-04,,,0.44,,,,69,40,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-05,,,0,,,,47,32,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-06,,,0,,,,65,33,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-07,,,0.01,,,,47,36,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-08,,,0.08,,,,51,41,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-09,,,0,,,,60,44,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-10,,,0,,,,83,50,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-11,,,0,,,,73,51,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-12,,,0,,,,56,41,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-13,,,0,,,,65,32,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-14,,,0,,,,62,39,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-15,,,0,,,,60,40,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-16,,,0.27,,,,58,37,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-17,,,0,,,,57,38,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-18,,,0.03,,,,49,38,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-19,,,0.48,,,,62,37,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-20,,,0.35,,,,61,41,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-21,,,0,,,,54,33,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-22,,,0.09,,,,58,39,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-23,,,0.02,,,,75,56,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-24,,,0.01,,,,59,52,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-25,,,0.67,,,,55,47,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-26,,,0,,,,72,47,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-27,,,0.3,,,,71,60,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-28,,,0.02,,,,65,44,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-29,,,0,,,,61,41,
USW00014825,"FINDLAY AIRPORT, OH US",2011-04-30,,,0,,,,64,42,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-01,,,0.01,,,,67,55,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-02,,,0.08,,,,56,45,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-03,,,0.16,,,,52,43,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-04,,,0,,,,55,40,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-05,,,0,,,,63,36,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-06,,,0,,,,65,47,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-07,,,0,,,,66,49,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-08,,,0,,,,69,47,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-09,,,0,,,,71,45,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-10,,,0.08,,,,78,55,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-11,,,0,,,,84,59,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-12,,,0.03,,,,86,60,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-13,,,0.27,,,,84,61,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-14,,,0.68,,,,75,56,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-15,,,0.38,,,,56,43,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-16,,,0,,,,47,42,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-17,,,0.05,,,,51,42,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-18,,,0,,,,64,50,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-19,,,0.22,,,,63,53,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-20,,,0,,,,75,55,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-21,,,0,,,,79,54,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-22,,,0.01,,,,83,63,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-23,,,0.17,,,,83,63,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-24,,,0,,,,78,62,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-25,,,1.77,,,,80,57,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-26,,,0.29,,,,74,52,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-27,,,0,,,,60,50,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-28,,,0.47,,,,75,57,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-29,,,0,,,,87,64,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-30,,,0,,,,90,68,
USW00014825,"FINDLAY AIRPORT, OH US",2011-05-31,,,0,,,,90,69,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-01,,,0,,,,83,63,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-02,,,0,,,,75,57,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-03,,,0,,,,80,53,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-04,,,0,,,,95,62,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-05,,,0,,,,88,67,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-06,,,0,,,,88,61,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-07,,,0,,,,96,69,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-08,,,0,,,,96,74,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-09,,,0,,,,84,66,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-10,,,0.27,,,,84,61,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-11,,,0,,,,83,65,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-12,,,0,,,,73,56,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-13,,,0,,,,78,54,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-14,,,0,,,,74,53,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-15,,,0,,,,73,52,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-16,,,0.09,,,,78,58,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-17,,,0.01,,,,86,58,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-18,,,0.83,,,,82,66,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-19,,,0,,,,79,66,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-20,,,0.03,,,,75,62,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-21,,,0,,,,91,67,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-22,,,0.08,,,,83,65,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-23,,,0,,,,75,65,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-24,,,0.02,,,,69,61,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-25,,,0,,,,78,59,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-26,,,0,,,,81,60,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-27,,,0,,,,84,58,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-28,,,0,,,,82,58,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-29,,,0,,,,82,54,
USW00014825,"FINDLAY AIRPORT, OH US",2011-06-30,,,0,,,,88,56,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-01,,,0,,,,90,62,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-02,,,0,,,,92,70,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-03,,,0,,,,91,69,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-04,,,0,,,,89,69,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-05,,,0,,,,91,62,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-06,,,0,,,,93,64,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-07,,,0,,,,88,70,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-08,,,0,,,,86,64,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-09,,,0,,,,91,60,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-10,,,0,,,,93,66,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-11,,,1.28,,,,89,69,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-12,,,0,,,,91,70,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-13,,,0,,,,81,66,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-14,,,0,,,,82,62,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-15,,,0,,,,86,63,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-16,,,0,,,,87,67,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-17,,,0,,,,91,70,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-18,,,2.11,,,,94,71,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-19,,,0.29,,,,92,75,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-20,,,0,,,,92,71,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-21,,,0,,,,97,77,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-22,,,0.25,,,,94,73,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-23,,,0.51,,,,92,74,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-24,,,0,,,,89,71,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-25,,,0,,,,88,69,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-26,,,0,,,,88,65,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-27,,,0,,,,85,64,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-28,,,0,,,,94,75,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-29,,,0.1,,,,85,71,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-30,,,0,,,,89,67,
USW00014825,"FINDLAY AIRPORT, OH US",2011-07-31,,,0,,,,91,64,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-01,,,0.05,,,,91,67,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-02,,,0,,,,88,69,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-03,,,0.58,,,,82,72,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-04,,,0,,,,85,67,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-05,,,0,,,,87,67,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-06,,,1.74,,,,84,68,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-07,,,0.02,,,,86,68,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-08,,,0.06,,,,82,67,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-09,,,0.45,,,,82,63,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-10,,,0,,,,78,57,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-11,,,0,,,,79,52,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-12,,,0,,,,79,55,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-13,,,0.21,,,,83,60,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-14,,,0,,,,71,61,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-15,,,0,,,,80,60,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-16,,,0,,,,80,55,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-17,,,0,,,,82,65,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-18,,,0.12,,,,84,61,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-19,,,0,,,,84,62,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-20,,,0,,,,82,61,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-21,,,0.01,,,,81,61,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-22,,,0,,,,77,50,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-23,,,0,,,,82,52,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-24,,,1.43,,,,89,64,
USW00014825,"FINDLAY AIRPORT, OH US",2011-08-25,,,0.08,,,,80,63,
