Date,Precip,MaxAirTemp,RecordMaxTemp,RecordMaxYear,MinAirTemp,RecordMinTemp,RecordMinYear,AvgAirTemp,MaxAirTempTime,MinAirTempTime,MaxRel.Hum.,MinRel.Hum.,Avg.Rel.Hum.,HDD,CDD,GDD,GDD Mod. Sine Wave,Solar Radiation (Langleys),AvgWindDir,AvgWindSpeed,MaxWindSpeed,TimeMaxWindSpeed,MaxSoilTemp2,MinSoilTemp2,AvgSoilTemp2,MaxSoilTemp4,MinSoilTemp4,AvgSoilTemp4,Max50cmAirTemp,Min50cmAirTemp,Avg50cmAirTemp,Max300cmAirTemp,Min300cmAirTemp,Avg300cmAirTemp
5/13/2009,0.14,67.7,92.4,1982,48.5,28.7,1996,59.7,2:55 PM,1:35 AM,85,51,68,5.2,0,9.7,8.2,113.83,201.9788194,8.8,14.9,6:45 PM,60.5,51.4,55.8,58.8,53.1,56.1,-,-,-,-,-,-
5/14/2009,0.5,74.4,94.2,1982,55.4,34,1973,67.2,4:50 PM,11:55 PM,90,38,66,0,2.2,17.2,14.8,563.89,283.4865278,13.2,22.3,4:40 AM,69.5,54.4,62.2,66.2,56.8,60.9,-,-,-,-,-,-
5/15/2009,0,78.6,92.5,1998,46.2,34,1973,63.3,4:15 PM,5:20 AM,90,37,63,1.7,0,13.2,12.9,533.81,128.6327778,5.3,12.8,11:10 PM,79.5,47.3,61.6,72.4,50.4,60.4,-,-,-,-,-,-
5/16/2009,0.07,71.4,93.1,1991,48.8,30,1959,64.3,11:10 AM,11:30 PM,87,46,70,0.7,0,14.2,10.2,269.86,225.3763958,12.2,19.3,11:10 AM,66.5,49.8,60.6,63.7,53.5,60.6,-,-,-,-,-,-
5/17/2009,0,63.9,94,1962,38.2,32,1973,52.7,5:00 PM,6:10 AM,83,27,52,12.3,0,2.6,4.6,657.09,96.55675,4.9,11.3,2:20 PM,73,43.3,56.4,67.3,47.1,56.3,-,-,-,-,-,-
5/18/2009,0,67.8,94,1962,36.6,32,1973,54.8,5:35 PM,6:25 AM,81,26,47,10.2,0,4.8,6.1,681.08,170.5238056,2.9,7.5,3:10 PM,80,42.5,59,72,46.4,58.2,-,-,-,-,-,-
5/19/2009,0,76.9,92.3,1998,51.8,31.6,2002,64.3,5:10 PM,7:10 AM,58,29,41,0.6,0,14.3,14.3,645.97,249.8840278,7.7,16,10:40 AM,80.4,51.4,63.3,73.2,53.3,61.9,-,-,-,-,-,-
5/20/2009,0,87.6,91,1962,53.6,33,1954,70.6,4:45 PM,5:20 AM,66,23,41,0,5.6,20.6,20.5,666.07,246.3399306,6.5,14.2,5:20 PM,86.8,51.2,66.7,78.4,53.6,64.9,-,-,-,-,-,-
5/21/2009,0,87.4,91,1977,53.1,34,1954,73.1,4:35 PM,4:50 AM,67,36,48,0,8.1,23.1,20.2,660.58,277.3010417,9,20.2,11:45 AM,86,54.2,68.5,78.6,56.4,66.9,-,-,-,-,-,-
5/22/2009,0,76.4,92.3,1991,57.5,32,1963,67.5,4:25 PM,11:55 PM,78,42,60,0,2.4,17.4,16.9,511.24,150.6203125,5,13.9,1:05 PM,82.8,59.9,68.5,75.6,61,67.1,-,-,-,-,-,-
5/23/2009,0,88.7,91,1964,51.3,29,1963,70.4,3:55 PM,6:25 AM,87,34,61,0,5.3,20.3,20,612.58,182.028691,4.1,10.1,4:30 PM,89,54.9,70,81.1,57.1,68.2,-,-,-,-,-,-
5/24/2009,0,82.4,87,1962,61.3,35,1956,70.7,2:00 PM,6:05 AM,81,52,65,0,5.7,20.7,21.8,560.68,98.21361111,3.8,12.2,11:30 AM,87.6,61,71.5,80.6,62.2,69.9,-,-,-,-,-,-
5/25/2009,0,75,88,1977,58.2,35.4,1992,65.7,3:45 PM,6:25 AM,71,30,48,0,0.6,15.6,16.5,541.63,118.978125,8.6,19.3,7:15 PM,80.1,59.2,67.3,74.1,60.9,66.3,-,-,-,-,-,-
5/26/2009,0.14,81.3,88,1975,58.5,35,1983,67,5:05 PM,5:40 AM,87,54,74,0,2,17,19.8,466.69,121.2309375,6.3,13.2,6:15 PM,84.2,58.5,67.7,76.2,59.6,66.1,-,-,-,-,-,-
5/27/2009,0.41,84.3,88.2,1987,62.3,32,1961,73.1,12:35 PM,2:30 AM,90,58,80,0,8,23,23.3,340.05,213.329816,6.2,22.8,2:55 PM,78.5,62,69,73.4,62.9,67.8,-,-,-,-,-,-
5/28/2009,0.1,75.3,91.3,1987,59,38.8,1994,68.5,3:50 PM,11:55 PM,89,74,82,0,3.5,18.5,17.1,241.64,291.8548715,8.5,17.3,4:35 PM,73.4,59.6,66.6,70.2,61.9,66.4,-,-,-,-,-,-
5/29/2009,0,80.7,94.5,2006,53.9,34,1958,66.2,4:50 PM,6:50 AM,85,44,66,0,1.1,16.1,17.2,615.36,285.003816,9.3,18.3,6:10 PM,82.1,55,65.6,75.7,57.2,65,-,-,-,-,-,-
5/30/2009,0,78.5,93.2,1988,47.5,35.7,1996,64.9,6:20 PM,5:35 AM,86,30,55,6,0,14.9,13.3,619.79,242.3326493,7.6,17,11:50 AM,80.2,51.4,64.2,74.5,54.7,64,-,-,-,-,-,-
5/31/2009,0,72.8,94.4,1988,49.6,32,1966,62.6,6:10 PM,6:25 AM,81,32,50,2.4,0,12.5,11.2,683.6,136.5533958,3.9,11,3:30 PM,84.7,52.8,66.8,77.9,55.7,65.9,-,-,-,-,-,-
6/1/2009,0.17,84.7,93.5,1988,56.1,38.8,1993,66.6,5:15 PM,3:40 AM,88,53,65,0,1.5,16.5,20.3,289.35,242.0939167,8.1,27.5,8:35 PM,73.7,55.4,62.8,69.3,57.8,62.7,-,-,-,-,-,-
6/2/2009,0.08,68.3,91,1978,56.1,38.7,1994,61.6,1:10 AM,8:05 AM,88,74,82,3.4,0,11.5,12.1,276.99,129.1998056,4.1,11.3,9:55 AM,71.4,58.4,63.7,67.6,59.6,63.3,-,-,-,-,-,-
6/3/2009,0.04,63.3,85,1963,51.4,39,1977,58.7,7:30 PM,11:50 PM,86,62,76,6.2,0,8.7,7.3,173.11,129.9828819,2.7,8.2,11:55 AM,64.9,53.2,59.6,62.9,56.6,59.9,-,-,-,-,-,-
6/4/2009,0,70.1,90,1955,46.1,37,1965,58.4,5:10 PM,6:25 AM,88,41,65,6.5,0,8.4,8.7,626.77,73.66635417,2.9,10.8,3:30 PM,79.3,47.1,60.9,72.2,50.4,60.3,-,-,-,-,-,-
6/5/2009,0,77.2,93.4,2005,43.2,39.5,1990,62.8,4:20 PM,6:15 AM,86,24,53,2.1,0,12.8,11.5,687.43,116.6762604,3.1,9.5,5:10 PM,87.9,46.5,65.1,79.5,50.3,63.8,-,-,-,-,-,-
6/6/2009,0,84.4,94,1988,53.7,36.8,1998,70.2,4:35 PM,6:15 AM,74,34,53,0,5.2,20.2,19,573.12,258.4727431,5.9,13.5,9:05 AM,86.4,54.4,68.6,78.8,56.8,67.4,-,-,-,-,-,-
6/7/2009,0,85.9,92.6,1988,60.2,44,1958,73.9,4:30 PM,3:15 AM,77,42,58,0,8.9,23.9,23,443.37,219.5028611,5.4,13.5,5:05 PM,87.2,61.5,71.4,79.3,62.6,69.9,-,-,-,-,-,-
6/8/2009,0.07,86.8,91.9,2005,62.9,40.3,1998,74.4,5:45 PM,4:55 AM,87,50,70,0,9.4,24.4,24.8,319.16,198.5794792,7.4,18.6,2:35 PM,79.8,62.9,70.2,75.4,64.1,69.1,-,-,-,-,-,-
6/9/2009,0,81.8,95.8,1999,63.3,38.9,1994,72,5:15 PM,11:55 PM,88,49,71,0,6.9,21.9,22.5,419.66,208.1814115,6,11.3,5:15 PM,85.7,63.8,71.9,80.2,64.7,71.1,-,-,-,-,-,-
6/10/2009,0.08,75.5,96.9,1999,58.5,40,1972,66.2,6:05 PM,2:40 AM,85,70,80,0,1.2,16.2,16.9,220.78,107.9824132,3.7,8.5,6:45 PM,76.4,61.2,66.6,71.6,62.8,66.4,-,-,-,-,-,-
6/11/2009,0.43,76.7,94.1,1999,62.9,37,1972,66.4,2:15 PM,11:45 PM,89,77,86,0,1.4,16.4,19.8,181.02,108.9182639,3.3,8.2,5:25 AM,77.3,62.1,66.4,71.6,62.8,65.9,-,-,-,-,-,-
6/12/2009,0,77.4,95,1967,55.7,41,1980,67.2,5:35 PM,6:05 AM,88,41,66,0,2.2,17.2,16.5,610.49,96.62083333,3.6,11.3,3:45 PM,83.4,57.7,68.9,77.5,59.6,67.6,-,-,-,-,-,-
6/13/2009,0.03,78.7,95.5,1984,54.7,43,1978,64.9,2:00 PM,3:55 AM,86,41,67,0.1,0,14.8,16.7,438.57,97.16216667,3.3,9.9,6:40 PM,86,56.3,66.1,77.5,58.7,65.8,-,-,-,-,-,-
6/14/2009,0,82.8,97.3,1988,55.9,39,1959,68.9,3:50 PM,1:10 AM,87,44,66,0,3.9,18.9,19.3,526.64,128.974375,2.7,6.8,12:30 PM,88.3,57,69.9,80.7,58.8,68.2,-,-,-,-,-,-
6/15/2009,0,83.1,96.5,1994,57.4,42,1978,71.6,3:10 PM,5:40 AM,86,42,61,0,6.6,21.6,20.2,510.48,108.7036806,3.7,11.1,4:10 PM,85.2,58.3,70.7,79.4,60.6,69.7,-,-,-,-,-,-
6/16/2009,0.02,84.9,100.6,1994,56.4,42,1961,71.1,3:40 PM,5:55 AM,80,40,57,0,6,21,20.6,431.82,132.1963194,6.7,13.1,3:00 PM,86.5,58.5,69.7,79,61,68.9,-,-,-,-,-,-
6/17/2009,0.07,86.2,98.1,1994,66.1,44,1969,73.4,4:40 PM,2:05 AM,89,56,77,0,8.3,23.3,26.1,342.53,242.5888472,8.8,19.1,6:25 PM,80.5,64.8,70.6,76.2,65.6,69.7,-,-,-,-,-,-
6/18/2009,0,83.6,100,1994,62.5,46,1960,72,5:35 PM,6:05 AM,89,52,73,0,7,22,23,435.94,228.7986424,4.8,8.7,6:45 PM,89.5,62.6,72.8,82.4,63.9,71.2,-,-,-,-,-,-
6/19/2009,2.16,87.5,98.5,1994,66.2,48.7,1985,75.1,3:35 PM,7:35 AM,90,69,79,0,10,25,26.8,334,201.4913125,6.9,14.3,8:05 AM,82,65.6,72.5,76.9,66.3,71.4,-,-,-,-,-,-
6/20/2009,0,87.8,97,1953,72.6,43,1970,78.9,4:30 PM,11:50 PM,87,53,72,0,13.9,28.9,30.1,574.21,317.6421979,10.7,17.6,12:25 PM,85.5,69.3,75.4,80.9,69.4,74,-,-,-,-,-,-
6/21/2009,0,88.4,100.6,1988,64.7,40.1,1992,76.4,5:00 PM,6:20 AM,88,55,73,0,11.3,26.3,26.5,583.48,136.4374028,3.6,9.3,6:55 PM,94.1,64.1,77.6,87.3,65.9,75.8,-,-,-,-,-,-
6/22/2009,0,86.9,98.8,1988,62.7,41,1992,74.8,5:00 PM,5:55 AM,90,53,73,0,9.7,24.7,24.7,614.06,112.1954861,2.7,9.7,6:05 PM,99,64.2,78.9,90.7,66.4,77.1,-,-,-,-,-,-
6/23/2009,0,90.4,97.3,1983,64,45,1963,78,5:20 PM,6:35 AM,90,47,68,0,13,28,27.2,646.25,81.17051042,1.7,6.4,6:35 PM,99.7,65.4,80.8,91.7,67.6,79.1,-,-,-,-,-,-
6/24/2009,0,96,94.8,1998,68.2,43,1961,82.6,7:55 PM,5:45 AM,86,43,66,0,17.6,32.6,32.1,602.08,173.0470139,2.3,6.7,3:40 PM,100.3,69.5,83.4,93.5,71.1,81.5,-,-,-,-,-,-
6/25/2009,0.22,96.5,105.5,1988,71.5,44,1979,82.5,4:35 PM,6:35 AM,88,41,69,0,17.5,32.5,33.9,642.19,244.8925729,6.1,14.3,7:15 PM,101.2,72.2,83.9,94.1,73.7,82.6,-,-,-,-,-,-
6/26/2009,0.01,90.2,100,1952,70.3,44.7,2004,79.6,3:15 PM,5:40 AM,90,48,71,0,14.6,29.6,30.2,600.91,133.2077396,3.8,9.1,12:10 AM,95.2,70.4,80.7,89.3,72.2,79.8,-,-,-,-,-,-
6/27/2009,0,86.6,96,2005,63,46.2,1988,75.4,4:55 PM,6:00 AM,88,46,65,0,10.3,25.3,24.8,615.97,127.9373264,4.2,10.2,9:20 AM,98.7,66,79.7,90.9,68.5,78.7,-,-,-,-,-,-
6/28/2009,0,86.4,99,1971,65,48.3,1992,77.1,2:10 PM,11:35 PM,73,35,56,0,12,27,25.6,597.52,283.1637396,8.9,18.9,4:05 PM,91.5,70,78.3,86.5,71.8,77.8,-,-,-,-,-,-
6/29/2009,0,82.3,101,1952,59.5,47.5,2004,71.6,2:05 PM,5:40 AM,83,40,60,0,6.6,21.6,20.9,489.85,310.9208333,8.5,17.2,3:50 PM,86,63.4,72,81.1,66.1,72.5,-,-,-,-,-,-
6/30/2009,0,73.7,96,1953,62.1,44.4,1988,68.1,6:15 PM,6:45 AM,83,54,67,0,3,18,17.9,306.56,287.8336215,8.3,14.8,8:50 AM,73.2,63.6,68.1,71.8,65.4,68.7,-,-,-,-,-,-
7/1/2009,0.04,75.3,98,1966,61.2,39.6,1988,67,2:35 PM,11:50 PM,87,53,71,0,1.9,16.9,18.2,373.33,194.7369306,5,10.9,3:00 PM,79.7,62.9,68.9,75.5,64.3,68.9,-,-,-,-,-,-
7/2/2009,0.08,71.7,97,1966,58.2,43.3,2001,64.1,2:45 PM,5:10 AM,88,63,78,0.9,0,14,14.9,299.81,253.0586632,7,13.3,3:55 PM,72,59.8,64.6,69.5,61.9,65.2,-,-,-,-,-,-
7/3/2009,0,79.1,97,1966,59.7,47.3,1995,69.6,5:45 PM,6:35 AM,86,56,71,0,4.5,19.6,19.3,392.62,263.7811319,6.9,11,6:20 PM,80.9,59.9,69.1,76.6,61.7,68.3,-,-,-,-,-,-
7/4/2009,0,76.2,98,1990,53,45.9,1996,66.6,4:30 PM,6:30 AM,88,50,72,0,1.5,16.5,14.5,276.4,217.682816,2.6,5.9,2:20 PM,76.7,56.7,67.1,73.2,59.7,67,-,-,-,-,-,-
7/5/2009,0,85.8,100.3,1988,58.2,38,1971,72,5:30 PM,4:10 AM,90,42,69,0,7,22,22,577.54,114.5877153,2.3,6.7,11:45 PM,93.1,61.1,75,86.4,62.9,73.1,-,-,-,-,-,-
7/6/2009,0,85.9,102,1988,54.8,45.3,2001,71.8,3:25 PM,6:10 AM,86,37,60,0,6.8,21.8,20.3,595.47,239.4333368,5.3,12.9,7:20 PM,89.8,60.2,74,84.3,63.1,73.3,-,-,-,-,-,-
7/7/2009,0,82.1,103,1988,58.9,47,1983,70.4,4:45 PM,3:15 AM,82,36,56,0,5.3,20.3,20.5,654.44,121.6705243,5.3,14.1,2:55 PM,90.3,61.9,73.5,84.2,64.1,72.8,-,-,-,-,-,-
7/8/2009,0,82.3,99.6,1988,50.7,46.2,1984,67.8,4:25 PM,4:35 AM,83,44,62,0,2.7,17.7,16.4,624.68,133.6392743,3.8,11.2,7:20 PM,94.1,57.2,73.2,85.6,60.7,72.2,-,-,-,-,-,-
7/9/2009,0,84.2,98.9,1988,59.3,46,1963,71.3,4:45 PM,3:20 AM,82,44,64,0,6.2,21.2,21.7,505.57,129.5700347,4.4,9.9,7:45 PM,93.6,64.3,75.2,85.5,65.7,73.6,-,-,-,-,-,-
7/10/2009,0,89,96.3,1989,59.8,47,1953,76.8,5:00 PM,5:35 AM,86,43,64,0,11.7,26.7,24.4,539.86,196.1489931,4.7,10.6,3:05 PM,91.8,63,76.5,84.9,65.2,74.9,-,-,-,-,-,-
7/11/2009,0.43,88.9,92.7,1989,63.5,49,1953,77.8,5:50 PM,11:55 PM,90,41,72,0,12.8,27.8,26.1,397.55,247.5175069,7.8,14.2,12:50 PM,84.5,65.2,74.8,80.7,69,74.4,-,-,-,-,-,-
7/12/2009,0,82.3,97,1952,57.2,42,1978,70.9,2:15 PM,6:30 AM,88,36,62,0,5.8,20.8,19.7,628.51,254.394125,5,12.2,4:10 PM,88.5,59.2,72.2,82.7,62.2,71.8,-,-,-,-,-,-
7/13/2009,0,81.2,96.4,1995,50.3,50,1976,67.6,6:15 PM,6:15 AM,85,35,57,0,2.6,17.6,15.7,664.66,180.326184,3.9,10.5,2:20 PM,90,56,71.5,83.5,59.9,71.2,-,-,-,-,-,-
7/14/2009,0,81.4,101.8,1995,49.5,45,1967,67.7,2:35 PM,5:55 AM,85,32,57,0,2.6,17.6,15.4,575.83,144.5480764,2.9,6.8,11:40 PM,91.5,56.6,72.3,83.4,60.2,71.6,-,-,-,-,-,-
7/15/2009,0,87.6,101.3,1988,61.9,47,1960,75.4,2:40 PM,5:50 AM,84,48,60,0,10.4,25.4,24.7,494.36,239.6875,7.3,14.4,4:35 PM,90.2,63.1,74.6,82.7,65.3,73.3,-,-,-,-,-,-
7/16/2009,0,85.8,99.6,1988,66.2,49,1954,76.1,3:05 PM,6:10 AM,88,36,65,0,11,26,25.9,624.99,298.3003472,7.4,15.7,3:05 PM,88.4,66,75.7,82.3,67.5,74.3,-,-,-,-,-,-
7/17/2009,0.07,77.7,92,1964,62.3,49,1976,69.7,2:35 PM,11:50 PM,89,45,69,0,4.6,19.6,19.9,432.61,292.0339896,6.9,14.2,1:55 PM,84.7,64,71,78.1,66.2,70.6,-,-,-,-,-,-
7/18/2009,0,75.4,95,1952,58.2,49,1971,65.9,5:30 PM,5:20 AM,86,48,69,0,0.9,15.9,16.8,475.95,271.8034722,5.2,10.6,5:40 PM,82.4,60.4,69,76.4,62.5,68.5,-,-,-,-,-,-
7/19/2009,0,79.6,93.3,1991,51.8,50.8,1984,66.3,6:05 PM,6:25 AM,88,44,68,0,1.2,16.2,15.6,514.99,189.6593056,2.6,6.1,4:45 PM,90.5,56.1,71.3,82.7,59.3,69.9,-,-,-,-,-,-
7/20/2009,0,83.6,96.1,1994,55.1,45,1965,70.9,3:00 PM,6:20 AM,89,40,65,0,5.9,20.9,19.3,529.29,156.3447535,3.5,12.6,7:20 PM,93.8,61.5,74.8,83.9,63.9,73.3,-,-,-,-,-,-
7/21/2009,0,85.1,98.8,1983,57.8,46,1965,71.4,5:10 PM,6:10 AM,86,42,69,0,6.3,21.3,21.4,571.71,122.9208333,3.4,12.2,6:40 PM,93.9,61.9,75.4,85.1,64.3,73.8,-,-,-,-,-,-
7/22/2009,0.12,70.9,97,1952,66.5,50,1970,68.6,12:20 PM,3:35 AM,89,77,84,0,3.6,18.6,18.6,113.73,160.7340278,3.9,9,2:25 PM,71.7,66.9,69.1,72.5,67.7,69.3,-,-,-,-,-,-
7/23/2009,0.62,80.9,94.5,2001,65.1,50,1981,71,5:45 PM,3:40 AM,90,54,79,0,5.9,20.9,22.9,424.03,209.9185313,4.9,11.5,3:35 PM,80.3,64.4,70.4,76.4,65.2,69.8,-,-,-,-,-,-
7/24/2009,0.01,83.9,95,1965,58.1,47.8,2004,71.3,5:40 PM,6:45 AM,89,47,71,0,6.3,21.3,20.9,578.57,277.5215278,4.8,10.1,4:10 PM,85.6,59,71.3,80.7,61.6,70.8,-,-,-,-,-,-
7/25/2009,0.24,81.4,96,1964,66.6,49.3,2000,72.8,5:25 PM,10:20 PM,90,55,75,0,7.7,22.7,23.9,402.59,271.4447917,8.4,16.6,10:20 AM,79.8,65.8,70.5,76.3,67,70.4,-,-,-,-,-,-
7/26/2009,0,82.6,94.1,2005,63.3,49,1977,72.2,5:35 PM,5:10 AM,87,51,72,0,7.2,22.2,22.9,559,298.7919097,8.3,15.6,12:20 PM,85.9,62.2,71.3,80.4,63.9,71,-,-,-,-,-,-
7/27/2009,0,87.4,97,1964,60.3,46,1962,73.1,4:45 PM,5:50 AM,89,49,72,0,8,23,23.8,510.91,271.1329861,5.4,11.5,1:30 PM,86.4,61.2,72.7,80.8,63.6,72.2,-,-,-,-,-,-
7/28/2009,0.52,87.2,96,1993,66.7,50,1969,75.1,3:20 PM,3:45 AM,87,54,74,0,10,25,26.9,370.75,252.9752604,6.4,23.6,5:05 PM,86.6,65.5,73.1,81,67,72.5,-,-,-,-,-,-
7/29/2009,0.24,82,93.2,1983,64.1,47,1968,72.6,5:30 PM,11:45 PM,89,59,80,0,7.5,22.5,23,352,210.6377674,3.5,11,1:45 AM,82.9,66.2,72.5,78.8,67.5,72.1,-,-,-,-,-,-
7/30/2009,0,81.9,92.4,1995,56.2,46,1965,70.5,5:45 PM,6:45 AM,88,46,69,0,5.4,20.4,19,555.03,191.4196042,2.5,7,2:55 PM,84.5,59.2,71.2,80.5,62,71.1,-,-,-,-,-,-
7/31/2009,0,81.4,96.6,1995,62.9,50,1966,72.9,3:15 PM,7:10 AM,87,48,70,0,7.9,22.9,22.1,614.31,166.3672083,3.7,9.3,3:50 PM,90.3,63.8,75.1,85.4,65.7,74.5,-,-,-,-,-,-
8/1/2009,0,82.7,99,1964,60.2,48,1952,71.4,3:20 PM,2:40 AM,86,44,69,0,6.3,21.3,21.4,463.31,272.8315972,5.3,12.9,12:55 PM,84.7,62.5,71.9,80.6,64.8,72.1,-,-,-,-,-,-
8/2/2009,0.02,78.9,99,1964,58.5,44,1965,70.9,5:40 PM,11:50 PM,88,46,69,0,5.8,20.8,18.7,576.47,261.4413542,5.1,10.7,2:15 PM,86.4,66.6,73.9,82.2,67.9,73.6,-,-,-,-,-,-
8/3/2009,0,86.1,99,1964,54.5,44,1965,70.9,4:00 PM,6:15 AM,85,47,67,0,5.9,20.9,20.3,542.61,253.0131944,7.4,14.1,2:10 PM,86.9,60,71.6,81.1,62.8,71.2,-,-,-,-,-,-
8/4/2009,0,83.8,93.1,1988,68.8,47,1966,76.3,12:15 PM,5:50 AM,84,68,76,0,11.3,26.3,26.2,365.44,270.284375,6.7,15,3:15 PM,82.5,67.5,74.3,79.1,68.4,73.6,-,-,-,-,-,-
8/5/2009,0,83.1,93,1955,64.3,45,1972,73,5:15 PM,10:35 PM,88,45,67,0,7.9,22.9,23.6,586.61,124.4099792,3.5,10.4,12:05 AM,91.7,66.2,76.3,85.6,67.6,75.4,-,-,-,-,-,-
8/6/2009,0,82.4,93.3,1996,54.6,43.9,1994,69,4:30 PM,6:40 AM,87,42,65,0,4,19,18.4,538.22,116.5092917,2.7,7.3,3:40 PM,88.4,61.4,73.3,83.1,64.1,73.3,-,-,-,-,-,-
8/7/2009,0,82.9,93.3,1988,55.1,46.8,2004,69.5,2:45 PM,6:45 AM,85,39,67,0,4.4,19.4,19,443.21,158.1831076,2.4,6.6,12:25 AM,87.5,61.1,72.5,82.1,63.7,72.2,-,-,-,-,-,-
8/8/2009,0.13,87.9,94.1,2001,66.3,41.5,1989,74.7,6:40 PM,4:40 AM,85,62,76,0,9.6,24.6,27.1,179.13,212.59375,6.3,15.2,5:55 PM,77.6,66.8,70.7,74.3,67.7,70.5,-,-,-,-,-,-
8/9/2009,0,95.1,92,1973,75.3,44,1964,84.9,3:55 PM,5:35 AM,85,50,69,0,19.8,34.8,35.2,563.64,287.2541667,10.5,18.5,4:00 PM,92.2,69.7,78.7,87.3,69.9,77.1,-,-,-,-,-,-
8/10/2009,0,92.5,94.1,1988,73.5,45,1972,82.7,2:55 PM,11:55 PM,87,49,70,0,17.7,32.7,32.9,549.97,282.0915417,7.8,14.6,11:40 AM,92.4,71.9,80.2,87.6,72.7,79.1,-,-,-,-,-,-
8/11/2009,0,87.9,93.9,1988,69.6,45,1967,77.5,4:10 PM,6:50 AM,88,53,75,0,12.4,27.4,28.7,386.22,227.1915729,3.7,7.6,2:25 PM,89.4,70.4,78.1,85,71.8,77.7,-,-,-,-,-,-
8/12/2009,0,85.5,94.7,1988,63.9,44,1967,73.2,3:50 PM,6:50 AM,91,53,75,0,8.2,23.2,24.6,452.18,58.63946875,1.9,6.1,7:10 PM,89.7,66.5,76.3,84.8,68.4,75.8,-,-,-,-,-,-
8/13/2009,0,89.3,94.1,1995,58.9,45,1967,73.6,5:00 PM,7:00 AM,87,44,69,0,8.6,23.6,24,579.42,90.11393403,2.3,7.7,4:05 PM,93.8,63.8,76.7,87.6,66.1,75.9,-,-,-,-,-,-
8/14/2009,0,91.7,94,1959,59.3,41,1964,76,3:55 PM,6:10 AM,88,38,65,0,10.9,25.9,25.4,558.57,130.5118125,2.1,5.6,9:35 PM,93.8,64.8,77.8,87.9,67.1,76.9,-,-,-,-,-,-
8/15/2009,0,92.2,97.1,1995,62.8,41,1964,78,5:10 PM,6:50 AM,86,37,63,0,12.9,27.9,27.4,567.01,184.0949583,2.7,8.2,3:50 PM,94.3,66.6,78.7,88,68.7,77.6,-,-,-,-,-,-
8/16/2009,0,96.3,94.9,1987,71,44,1979,82.9,4:05 PM,5:50 AM,83,42,63,0,17.8,32.8,33.6,468.01,246.8888889,6.2,13.1,3:10 PM,91.4,70,78.9,85.2,71.3,77.7,-,-,-,-,-,-
8/17/2009,0.08,89.8,99.3,1988,72.3,44,1971,78.3,2:30 PM,5:55 AM,86,55,75,0,13.3,28.3,31,292.03,234.7453819,4.9,12.9,4:00 PM,87.5,71.3,76.8,82.5,72.3,76.5,-,-,-,-,-,-
8/18/2009,0.28,87.2,91.7,1983,70.9,43,1981,77.7,3:25 PM,11:50 PM,88,59,77,0,12.6,27.6,29,498.55,283.828125,6.4,13.2,3:05 PM,84.8,69.6,75.7,82.8,70.7,75.5,-,-,-,-,-,-
8/19/2009,0.04,89.7,95.9,1983,67.3,48,1958,77.8,4:25 PM,5:35 AM,88,50,73,0,12.8,27.8,28.5,474.78,182.224434,3.7,10.4,11:25 PM,91.6,67.6,77.2,85.8,69,76.4,-,-,-,-,-,-
8/20/2009,0.07,88.3,96.9,1983,70.5,47.2,1992,77.9,4:20 PM,4:05 AM,87,54,73,0,12.9,27.9,29.3,374,263.0503472,9.5,18.9,2:15 PM,79.8,69.6,73.8,77.4,70.8,73.8,-,-,-,-,-,-
8/21/2009,0,83.5,96,1983,67.2,46.2,1984,74.6,4:55 PM,6:00 AM,85,45,68,0,9.6,24.6,25.3,519.84,277.2434375,9,17.9,1:10 PM,79.8,66.6,72.2,76.6,68.3,72.2,-,-,-,-,-,-
8/22/2009,0.41,72.3,92,1959,62.2,41.2,1993,66.5,1:45 PM,5:40 AM,89,58,77,0,1.5,16.5,17.2,218.75,120.528316,4,13.7,12:50 AM,74,63.2,67,70.9,65.4,68,-,-,-,-,-,-
8/23/2009,0,76.8,95.1,1993,61.3,44,1952,67.8,5:40 PM,7:00 AM,86,58,76,0,2.7,17.7,19,374.7,125.7147778,3,8.7,1:55 PM,80.6,60.7,68.3,75.1,62.8,68.3,-,-,-,-,-,-
8/24/2009,0,83.4,95,1962,59.6,40.2,1987,70.8,5:25 PM,2:50 AM,88,50,73,0,5.8,20.8,21.5,514.06,92.40720486,1.5,6,1:50 PM,90.9,61.3,72.8,84.3,64.1,71.9,-,-,-,-,-,-
8/25/2009,0,86.3,95,1959,58.2,45,1956,72.1,5:00 PM,4:15 AM,87,49,71,0,7,22,22.2,528.82,220.5357639,3.9,9.3,3:25 PM,90.3,60.3,73.1,83.1,63.2,72.4,-,-,-,-,-,-
8/26/2009,0,86.1,94.7,1993,62.8,46,1984,72.3,2:50 PM,3:40 AM,86,54,76,0,7.2,22.2,24.4,386.13,231.8527083,4.4,9.9,3:25 PM,87.5,64.2,73.1,81.6,66.1,72.8,-,-,-,-,-,-
8/27/2009,0,73.4,95.7,1993,61.6,45,1968,68,4:40 PM,11:55 PM,86,72,78,0,2.9,17.9,17.4,193.96,92.62711806,2.6,7.3,5:00 PM,76.8,64.9,70.7,74.1,67.5,70.8,-,-,-,-,-,-
8/28/2009,0.52,81.6,95,1953,61.7,41.8,1986,70.1,3:40 PM,12:00 AM,88,71,84,0,5,20,21.6,211.94,133.12625,3.3,10.5,5:25 PM,81.3,63.9,69.5,76.2,65.8,69.3,-,-,-,-,-,-
